Sum of Age,Age-Demograph,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,Education_Description,EducationField,Sum of EmployeeCount,Sum of EmployeeNumber,Sum of EnvironmentSatisfaction,Name,Last_name,First_name,Gender,Environment_Satisfaction_Description,Job_Involvement_description,Sum of HourlyRate,Job_Level_Description,Job_Satisfaction__description,Sum of JobInvolvement,Sum of JobLevel,JobRole,MaritalStatus,Sum of JobSatisfaction,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,performance_rate_description,Sum of PerformanceRating,promotion_desciption,relation_satisfaction_description,Sum of RelationshipSatisfaction,Sum of StandardHours,Stock_Option_Level_description,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Work_life_balance_description,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
50,46-55,No,Travel_Rarely,1099,Research & Development,29,4,Master,Life Sciences,1,569,2,Ekin Deeandre,Deeandre,Ekin,Male,Medium,Midium,88,Team Lead,High,2,4,Manager,Married,3,17046,9314,0,Y,No,15,excellent,3,Was promoted,Medium,2,80,Silver,1,28,2,Better,3,27,10,15,7
30,25-35,No,Non-Travel,1116,Research & Development,2,3,Bachelor,Medical,1,571,3,Teadora Heith,Heith,Teadora,Female,High,High,49,Entry Level,Very High,3,1,Laboratory Technician,Single,4,2564,7181,0,Y,No,14,excellent,3,Was promoted,High,3,80,None,0,12,2,Good,2,11,7,6,7
60,Over-55,No,Travel_Frequently,1499,Sales,28,3,Bachelor,Marketing,1,573,3,Mattlyn Jewett,Jewett,Mattlyn,Female,High,Midium,80,Senior,Low,2,3,Sales Executive,Married,1,10266,2845,4,Y,No,19,excellent,3,Was promoted,Very High,4,80,None,0,22,5,Best,4,18,13,13,11
47,46-55,No,Travel_Rarely,983,Research & Development,2,2,College,Medical,1,574,1,Skya Joshusa,Joshusa,Skya,Female,Low,High,65,Junior,Very High,3,2,Manufacturing Director,Divorced,4,5070,7389,5,Y,No,13,excellent,3,Not promoted,High,3,80,Platinum,3,20,2,Better,3,5,0,0,4
46,46-55,No,Travel_Rarely,1009,Research & Development,2,3,Bachelor,Life Sciences,1,575,1,Christianalexan Thedford,Thedford,Christianalexan,Male,Low,High,51,Team Lead,High,3,4,Research Director,Married,3,17861,2288,6,Y,No,13,excellent,3,Not promoted,High,3,80,None,0,26,2,Bad,1,3,2,0,1
35,25-35,No,Travel_Rarely,144,Research & Development,22,3,Bachelor,Life Sciences,1,577,4,Rasmus Hilmer,Hilmer,Rasmus,Male,Very High,Low,46,Entry Level,High,1,1,Laboratory Technician,Single,3,4230,19225,0,Y,No,15,excellent,3,Was promoted,High,3,80,None,0,6,2,Better,3,5,4,4,3
54,46-55,No,Travel_Rarely,548,Research & Development,8,4,Master,Life Sciences,1,578,3,Arcelia Javiere,Javiere,Arcelia,Female,High,High,42,Junior,High,3,2,Laboratory Technician,Single,3,3780,23428,7,Y,No,11,excellent,3,Not promoted,High,3,80,None,0,19,3,Better,3,1,0,0,0
34,25-35,No,Travel_Rarely,1303,Research & Development,2,4,Master,Life Sciences,1,579,4,Afrim Stian,Stian,Afrim,Male,Very High,Midium,62,Entry Level,High,2,1,Research Scientist,Divorced,3,2768,8416,3,Y,No,12,excellent,3,Was promoted,High,3,80,Silver,1,14,3,Better,3,7,3,5,7
46,46-55,No,Travel_Rarely,1125,Sales,10,3,Bachelor,Marketing,1,580,3,Mareen Antino,Antino,Mareen,Female,High,Midium,94,Senior,Very High,2,3,Sales Executive,Married,4,9071,11563,2,Y,Yes,19,excellent,3,Was promoted,High,3,80,Silver,1,15,3,Better,3,3,2,1,2
31,25-35,No,Travel_Rarely,1274,Research & Development,9,1,School,Life Sciences,1,581,3,Demetrus Dionis,Dionis,Demetrus,Male,High,High,33,Senior,Medium,3,3,Manufacturing Director,Divorced,2,10648,14394,1,Y,No,25,outstanding,4,Not promoted,Very High,4,80,Silver,1,13,6,Best,4,13,8,0,8
33,25-35,Yes,Travel_Rarely,1277,Research & Development,15,1,School,Medical,1,582,2,Hollister Ladarryl,Ladarryl,Hollister,Male,Medium,High,56,Senior,High,3,3,Manager,Married,3,13610,24619,7,Y,Yes,12,excellent,3,Was promoted,Very High,4,80,None,0,15,2,Best,4,7,6,7,7
33,25-35,Yes,Travel_Rarely,587,Research & Development,10,1,School,Medical,1,584,1,Natavius Tyleek,Tyleek,Natavius,Male,Low,Low,38,Entry Level,Very High,1,1,Laboratory Technician,Divorced,4,3408,6705,7,Y,No,13,excellent,3,Was promoted,Low,1,80,Platinum,3,8,2,Better,3,4,3,1,3
30,25-35,No,Travel_Rarely,413,Sales,7,1,School,Marketing,1,585,4,Burchell Leshun,Leshun,Burchell,Male,Very High,High,57,Entry Level,Medium,3,1,Sales Representative,Single,2,2983,18398,0,Y,No,14,excellent,3,Was promoted,Low,1,80,None,0,4,3,Better,3,3,2,1,2
35,25-35,No,Travel_Rarely,1276,Research & Development,16,3,Bachelor,Life Sciences,1,586,4,Naseim Jarvais,Jarvais,Naseim,Male,Very High,High,72,Senior,High,3,3,Healthcare Representative,Married,3,7632,14295,4,Y,Yes,12,excellent,3,Not promoted,High,3,80,None,0,10,2,Better,3,8,7,0,0
31,25-35,Yes,Travel_Frequently,534,Research & Development,20,3,Bachelor,Life Sciences,1,587,1,Montarius Erminio,Erminio,Montarius,Male,Low,High,66,Senior,High,3,3,Healthcare Representative,Married,3,9824,22908,3,Y,No,12,excellent,3,Not promoted,Low,1,80,None,0,12,2,Better,3,1,0,0,0
34,25-35,Yes,Travel_Frequently,988,Human Resources,23,3,Bachelor,Human Resources,1,590,2,Josslin Vastine,Vastine,Josslin,Female,Medium,High,43,Senior,Low,3,3,Human Resources,Divorced,1,9950,11533,9,Y,Yes,15,excellent,3,Not promoted,High,3,80,Platinum,3,11,2,Better,3,3,2,0,2
42,36-45,No,Travel_Frequently,1474,Research & Development,5,2,College,Other,1,591,2,Antonio Fonza,Fonza,Antonio,Male,Medium,High,97,Entry Level,High,3,1,Laboratory Technician,Married,3,2093,9260,4,Y,No,17,excellent,3,Was promoted,Very High,4,80,Silver,1,8,4,Better,3,2,2,2,0
36,36-45,No,Non-Travel,635,Sales,10,4,Master,Medical,1,592,2,Nain Taimak,Taimak,Nain,Male,Medium,High,32,Senior,Very High,3,3,Sales Executive,Single,4,9980,15318,1,Y,No,14,excellent,3,Was promoted,Very High,4,80,None,0,10,3,Good,2,10,3,9,7
22,Under-20,Yes,Travel_Frequently,1368,Research & Development,4,1,School,Technical Degree,1,593,3,Cid Jesten,Jesten,Cid,Male,High,Midium,99,Entry Level,High,2,1,Laboratory Technician,Single,3,3894,9129,5,Y,No,16,excellent,3,Was promoted,High,3,80,None,0,4,3,Better,3,2,2,1,2
48,46-55,No,Travel_Rarely,163,Sales,2,5,Doctor,Marketing,1,595,2,Magdalina Pinkney,Pinkney,Magdalina,Female,Medium,High,37,Junior,Very High,3,2,Sales Executive,Married,4,4051,19658,2,Y,No,14,excellent,3,Was promoted,Low,1,80,Silver,1,14,2,Better,3,9,7,6,7
55,46-55,No,Travel_Rarely,1117,Sales,18,5,Doctor,Life Sciences,1,597,1,Nikoma Kwame,Kwame,Nikoma,Female,Low,High,83,Team Lead,Medium,3,4,Manager,Single,2,16835,9873,3,Y,No,23,outstanding,4,Was promoted,Very High,4,80,None,0,37,2,Better,3,10,9,7,7
41,36-45,No,Non-Travel,267,Sales,10,2,College,Life Sciences,1,599,4,Maz Tomarion,Tomarion,Maz,Male,Very High,High,56,Junior,Very High,3,2,Sales Executive,Single,4,6230,13430,7,Y,No,14,excellent,3,Was promoted,Very High,4,80,None,0,16,3,Better,3,14,3,1,10
35,25-35,No,Travel_Rarely,619,Sales,1,3,Bachelor,Marketing,1,600,2,Nazeef Darrious,Darrious,Nazeef,Male,Medium,High,85,Junior,High,3,2,Sales Executive,Married,3,4717,18659,9,Y,No,11,excellent,3,Was promoted,High,3,80,None,0,15,2,Better,3,11,9,6,9
40,36-45,No,Travel_Rarely,302,Research & Development,6,3,Bachelor,Life Sciences,1,601,2,Zarianna Julius,Julius,Zarianna,Female,Medium,High,75,Team Lead,High,3,4,Manufacturing Director,Single,3,13237,20364,7,Y,No,15,excellent,3,Was promoted,High,3,80,None,0,22,3,Better,3,20,6,5,13
39,36-45,No,Travel_Frequently,443,Research & Development,8,1,School,Life Sciences,1,602,3,Tabaitha Shayne,Shayne,Tabaitha,Female,High,High,48,Entry Level,High,3,1,Laboratory Technician,Married,3,3755,17872,1,Y,No,11,excellent,3,Not promoted,Low,1,80,Silver,1,8,3,Better,3,8,3,0,7
31,25-35,No,Travel_Rarely,828,Sales,2,1,School,Life Sciences,1,604,2,Kenterrius Renton,Renton,Kenterrius,Male,Medium,High,77,Junior,Very High,3,2,Sales Executive,Single,4,6582,8346,4,Y,Yes,13,excellent,3,Not promoted,High,3,80,None,0,10,2,Best,4,6,5,0,5
42,36-45,No,Travel_Rarely,319,Research & Development,24,3,Bachelor,Medical,1,605,4,Alston Josedavid,Josedavid,Alston,Male,Very High,High,56,Senior,Low,3,3,Manufacturing Director,Married,1,7406,6950,1,Y,Yes,21,outstanding,4,Was promoted,Very High,4,80,Silver,1,10,5,Good,2,10,9,5,8
45,36-45,No,Travel_Rarely,561,Sales,2,3,Bachelor,Other,1,606,4,Elec Jkobe,Jkobe,Elec,Male,Very High,High,61,Junior,Medium,3,2,Sales Executive,Married,2,4805,16177,0,Y,No,19,excellent,3,Was promoted,Medium,2,80,Silver,1,9,3,Best,4,8,7,3,7
26,25-35,Yes,Travel_Frequently,426,Human Resources,17,4,Master,Life Sciences,1,608,2,Camili Luciano,Luciano,Camili,Female,Medium,High,58,Entry Level,High,3,1,Human Resources,Divorced,3,2741,22808,0,Y,Yes,11,excellent,3,Was promoted,Medium,2,80,Silver,1,8,2,Good,2,7,7,1,0
29,25-35,No,Travel_Rarely,232,Research & Development,19,3,Bachelor,Technical Degree,1,611,4,Drevon Eastman,Eastman,Drevon,Male,Very High,High,34,Junior,Very High,3,2,Manufacturing Director,Divorced,4,4262,22645,4,Y,No,12,excellent,3,Was promoted,Medium,2,80,Gold,2,8,2,Best,4,3,2,1,2
33,25-35,No,Travel_Rarely,922,Research & Development,1,5,Doctor,Medical,1,612,1,Erleen Gerick,Gerick,Erleen,Female,Low,Very High,95,Team Lead,High,4,4,Research Director,Divorced,3,16184,22578,4,Y,No,19,excellent,3,Not promoted,High,3,80,Silver,1,10,2,Better,3,6,1,0,5
31,25-35,No,Travel_Rarely,688,Sales,7,3,Bachelor,Life Sciences,1,613,3,Delray Theodoro,Theodoro,Delray,Male,High,Midium,44,Senior,Very High,2,3,Manager,Divorced,4,11557,25291,9,Y,No,21,outstanding,4,Not promoted,High,3,80,Silver,1,10,3,Good,2,5,4,0,1
18,Under-20,Yes,Travel_Frequently,1306,Sales,5,3,Bachelor,Marketing,1,614,2,Dagim Demaree,Demaree,Dagim,Male,Medium,High,69,Entry Level,Medium,3,1,Sales Representative,Single,2,1878,8059,1,Y,Yes,14,excellent,3,Not promoted,Very High,4,80,None,0,0,3,Better,3,0,0,0,0
40,36-45,No,Non-Travel,1094,Sales,28,3,Bachelor,Other,1,615,3,Tayveion Mott,Mott,Tayveion,Male,High,Low,58,Senior,Low,1,3,Sales Executive,Divorced,1,10932,11373,3,Y,No,15,excellent,3,Not promoted,High,3,80,Silver,1,20,2,Better,3,1,0,0,1
41,36-45,No,Non-Travel,509,Research & Development,2,4,Master,Other,1,616,1,Allexus Tadd,Tadd,Allexus,Female,Low,Midium,62,Junior,High,2,2,Healthcare Representative,Single,3,6811,2112,2,Y,Yes,17,excellent,3,Not promoted,Low,1,80,None,0,10,3,Better,3,8,7,0,7
26,25-35,No,Travel_Rarely,775,Sales,29,2,College,Medical,1,618,1,Shraga Son,Son,Shraga,Male,Low,High,45,Junior,High,3,2,Sales Executive,Divorced,3,4306,4267,5,Y,No,12,excellent,3,Not promoted,Low,1,80,Gold,2,8,5,Better,3,0,0,0,0
35,25-35,No,Travel_Rarely,195,Sales,1,3,Bachelor,Medical,1,620,1,Leonnah Lucius,Lucius,Leonnah,Female,Low,High,80,Junior,High,3,2,Sales Executive,Single,3,4859,6698,1,Y,No,16,excellent,3,Not promoted,Very High,4,80,None,0,5,3,Better,3,5,4,0,3
34,25-35,No,Travel_Rarely,258,Sales,21,4,Master,Life Sciences,1,621,4,Adrein Jarryl,Jarryl,Adrein,Male,Very High,Very High,74,Junior,Very High,4,2,Sales Executive,Single,4,5337,19921,1,Y,No,12,excellent,3,Was promoted,Very High,4,80,None,0,10,3,Better,3,10,7,5,7
26,25-35,Yes,Travel_Rarely,471,Research & Development,24,3,Bachelor,Technical Degree,1,622,3,Guye Chantz,Chantz,Guye,Male,High,Low,66,Entry Level,Very High,1,1,Laboratory Technician,Single,4,2340,23213,1,Y,Yes,18,excellent,3,Not promoted,Medium,2,80,None,0,1,3,Bad,1,1,0,0,0
37,36-45,No,Travel_Rarely,799,Research & Development,1,3,Bachelor,Technical Degree,1,623,2,Darise Yao,Yao,Darise,Female,Medium,High,59,Senior,Very High,3,3,Manufacturing Director,Single,4,7491,23848,4,Y,No,17,excellent,3,Was promoted,Very High,4,80,None,0,12,3,Best,4,6,5,1,2
46,46-55,No,Travel_Frequently,1034,Research & Development,18,1,School,Medical,1,624,1,Constance Legendary,Legendary,Constance,Female,Low,High,86,Senior,High,3,3,Healthcare Representative,Married,3,10527,8984,5,Y,No,11,excellent,3,Was promoted,Very High,4,80,None,0,28,3,Good,2,2,2,1,2
41,36-45,No,Travel_Rarely,1276,Sales,2,5,Doctor,Life Sciences,1,625,2,Natalina Andres,Andres,Natalina,Female,Medium,High,91,Team Lead,Low,3,4,Manager,Married,1,16595,5626,7,Y,No,16,excellent,3,Was promoted,Medium,2,80,Silver,1,22,2,Better,3,18,16,11,8
37,36-45,No,Non-Travel,142,Sales,9,4,Master,Medical,1,626,1,Ardi Julean,Julean,Ardi,Male,Low,High,69,Senior,Medium,3,3,Sales Executive,Divorced,2,8834,24666,1,Y,No,13,excellent,3,Was promoted,Very High,4,80,Silver,1,9,6,Better,3,9,5,7,7
52,46-55,No,Travel_Rarely,956,Research & Development,6,2,College,Technical Degree,1,630,4,Savva Fonza,Fonza,Savva,Male,Very High,High,78,Junior,Low,3,2,Research Scientist,Divorced,1,5577,22087,3,Y,Yes,12,excellent,3,Was promoted,Medium,2,80,Gold,2,18,3,Better,3,10,9,6,9
32,25-35,Yes,Non-Travel,1474,Sales,11,4,Master,Other,1,631,4,Taeshaun Aidon,Aidon,Taeshaun,Male,Very High,Very High,60,Junior,High,4,2,Sales Executive,Married,3,4707,23914,8,Y,No,12,excellent,3,Was promoted,Very High,4,80,None,0,6,2,Better,3,4,2,1,2
24,Under-20,No,Travel_Frequently,535,Sales,24,3,Bachelor,Medical,1,632,4,Andrell Parry,Parry,Andrell,Male,Very High,High,38,Entry Level,Very High,3,1,Sales Representative,Married,4,2400,5530,0,Y,No,13,excellent,3,Was promoted,High,3,80,Gold,2,3,3,Better,3,2,2,2,1
38,36-45,No,Travel_Rarely,1495,Research & Development,10,3,Bachelor,Medical,1,634,3,Lavette Eugne,Eugne,Lavette,Female,High,High,76,Junior,High,3,2,Healthcare Representative,Married,3,9824,22174,3,Y,No,19,excellent,3,Not promoted,High,3,80,Silver,1,18,4,Better,3,1,0,0,0
37,36-45,No,Travel_Rarely,446,Research & Development,1,4,Master,Life Sciences,1,635,2,Naveh Dezon,Dezon,Naveh,Female,Medium,High,65,Junior,Medium,3,2,Manufacturing Director,Married,2,6447,15701,6,Y,No,12,excellent,3,Was promoted,Medium,2,80,Silver,1,8,2,Good,2,6,5,4,3
49,46-55,No,Travel_Rarely,1245,Research & Development,18,4,Master,Life Sciences,1,638,4,Rayveon Candelario,Candelario,Rayveon,Male,Very High,Midium,58,Executive,High,2,5,Research Director,Divorced,3,19502,2125,1,Y,Yes,17,excellent,3,Not promoted,High,3,80,Silver,1,31,5,Better,3,31,9,0,9
24,Under-20,No,Travel_Rarely,691,Research & Development,23,3,Bachelor,Medical,1,639,2,Charlston Dalevon,Dalevon,Charlston,Male,Medium,Very High,89,Entry Level,Very High,4,1,Research Scientist,Married,4,2725,21630,1,Y,Yes,11,excellent,3,Was promoted,Medium,2,80,Gold,2,6,3,Better,3,6,5,1,4
26,25-35,No,Travel_Rarely,703,Sales,28,2,College,Marketing,1,641,1,Deandrew Tyreese,Tyreese,Deandrew,Male,Low,High,66,Junior,Medium,3,2,Sales Executive,Married,2,6272,7428,1,Y,No,20,outstanding,4,Was promoted,Very High,4,80,Gold,2,6,5,Best,4,5,3,1,4
24,Under-20,No,Travel_Rarely,823,Research & Development,17,2,College,Other,1,643,4,Josephjohn Phineus,Phineus,Josephjohn,Male,Very High,Midium,94,Entry Level,Medium,2,1,Laboratory Technician,Married,2,2127,9100,1,Y,No,21,outstanding,4,Not promoted,Very High,4,80,Silver,1,1,2,Better,3,1,0,0,0
50,46-55,No,Travel_Frequently,1246,Human Resources,3,3,Bachelor,Medical,1,644,1,Mussa Garrad,Garrad,Mussa,Male,Low,High,99,Executive,Medium,3,5,Manager,Married,2,18200,7999,1,Y,No,11,excellent,3,Was promoted,High,3,80,Silver,1,32,2,Better,3,32,5,10,7
25,25-35,No,Travel_Rarely,622,Sales,13,1,School,Medical,1,645,2,Jathniel Jymere,Jymere,Jathniel,Male,Medium,High,40,Entry Level,High,3,1,Sales Representative,Married,3,2096,26376,1,Y,No,11,excellent,3,Not promoted,High,3,80,None,0,7,1,Better,3,7,4,0,6
24,Under-20,Yes,Travel_Frequently,1287,Research & Development,7,3,Bachelor,Life Sciences,1,647,1,Omara Tex,Tex,Omara,Female,Low,High,55,Entry Level,High,3,1,Laboratory Technician,Married,3,2886,14168,1,Y,Yes,16,excellent,3,Was promoted,Very High,4,80,Silver,1,6,4,Better,3,6,3,1,2
30,25-35,Yes,Travel_Frequently,448,Sales,12,4,Master,Life Sciences,1,648,2,Joandri Mergim,Mergim,Joandri,Male,Medium,Midium,74,Entry Level,Low,2,1,Sales Representative,Married,1,2033,14470,1,Y,No,18,excellent,3,Not promoted,High,3,80,Silver,1,1,2,Best,4,1,0,0,0
34,25-35,No,Travel_Rarely,254,Research & Development,1,2,College,Life Sciences,1,649,2,Keavion Ronney,Ronney,Keavion,Male,Medium,Midium,83,Entry Level,Very High,2,1,Research Scientist,Married,4,3622,22794,1,Y,Yes,13,excellent,3,Was promoted,Very High,4,80,Silver,1,6,3,Better,3,6,5,1,3
31,25-35,Yes,Travel_Rarely,1365,Sales,13,4,Master,Medical,1,650,2,Mizael Filiberto,Filiberto,Mizael,Male,Medium,High,46,Junior,Low,3,2,Sales Executive,Divorced,1,4233,11512,2,Y,No,17,excellent,3,Was promoted,High,3,80,None,0,9,2,Bad,1,3,1,1,2
35,25-35,No,Travel_Rarely,538,Research & Development,25,2,College,Other,1,652,1,Careron Thedford,Thedford,Careron,Male,Low,Midium,54,Junior,Very High,2,2,Laboratory Technician,Single,4,3681,14004,4,Y,No,14,excellent,3,Not promoted,Very High,4,80,None,0,9,3,Better,3,3,2,0,2
31,25-35,No,Travel_Rarely,525,Sales,6,4,Master,Medical,1,653,1,Jacquarius Mical,Mical,Jacquarius,Male,Low,Very High,66,Junior,Very High,4,2,Sales Executive,Divorced,4,5460,6219,4,Y,No,22,outstanding,4,Was promoted,Very High,4,80,Gold,2,13,4,Best,4,7,7,5,7
27,25-35,No,Travel_Rarely,798,Research & Development,6,4,Master,Medical,1,655,1,Emmalina Zarak,Zarak,Emmalina,Female,Low,Midium,66,Entry Level,High,2,1,Research Scientist,Divorced,3,2187,5013,0,Y,No,12,excellent,3,Not promoted,High,3,80,Gold,2,6,5,Good,2,5,3,0,3
37,36-45,No,Travel_Rarely,558,Sales,2,3,Bachelor,Marketing,1,656,4,Murland Zephery,Zephery,Murland,Male,Very High,High,75,Junior,High,3,2,Sales Executive,Married,3,9602,3010,4,Y,Yes,11,excellent,3,Was promoted,High,3,80,Silver,1,17,3,Good,2,3,0,1,0
20,Under-20,No,Travel_Rarely,959,Research & Development,1,3,Bachelor,Life Sciences,1,657,4,Kawtar Seanjohn,Seanjohn,Kawtar,Female,Very High,Midium,83,Entry Level,Medium,2,1,Research Scientist,Single,2,2836,11757,1,Y,No,13,excellent,3,Not promoted,Very High,4,80,None,0,1,0,Best,4,1,0,0,0
42,36-45,No,Travel_Rarely,622,Research & Development,2,4,Master,Life Sciences,1,659,3,Ortencia Thearthur,Thearthur,Ortencia,Female,High,High,81,Junior,Very High,3,2,Healthcare Representative,Married,4,4089,5718,1,Y,No,13,excellent,3,Was promoted,Medium,2,80,Gold,2,10,4,Better,3,10,2,2,2
43,36-45,No,Travel_Rarely,782,Research & Development,6,4,Master,Other,1,661,2,Dakeem Aemon,Aemon,Dakeem,Male,Medium,Midium,50,Team Lead,Very High,2,4,Research Director,Divorced,4,16627,2671,4,Y,Yes,14,excellent,3,Not promoted,High,3,80,Silver,1,21,3,Good,2,1,0,0,0
38,36-45,No,Travel_Rarely,362,Research & Development,1,1,School,Life Sciences,1,662,3,Sequioa Selven,Selven,Sequioa,Female,High,High,43,Entry Level,Low,3,1,Research Scientist,Single,1,2619,14561,3,Y,No,17,excellent,3,Not promoted,Very High,4,80,None,0,8,3,Good,2,0,0,0,0
43,36-45,No,Travel_Frequently,1001,Research & Development,9,5,Doctor,Medical,1,663,4,Dannial Keair,Keair,Dannial,Male,Very High,High,72,Junior,High,3,2,Laboratory Technician,Divorced,3,5679,19627,3,Y,Yes,13,excellent,3,Was promoted,Medium,2,80,Silver,1,10,3,Better,3,8,7,4,7
48,46-55,No,Travel_Rarely,1236,Research & Development,1,4,Master,Life Sciences,1,664,4,Allecia Kyshon,Kyshon,Allecia,Female,Very High,Midium,40,Team Lead,Low,2,4,Manager,Married,1,15402,17997,7,Y,No,11,excellent,3,Not promoted,Low,1,80,Silver,1,21,3,Bad,1,3,2,0,2
44,36-45,No,Travel_Rarely,1112,Human Resources,1,4,Master,Life Sciences,1,665,1,Asrar Galvin,Galvin,Asrar,Female,Low,Midium,50,Junior,High,2,2,Human Resources,Single,3,5985,26894,4,Y,No,11,excellent,3,Not promoted,Medium,2,80,None,0,10,1,Best,4,2,2,0,2
34,25-35,No,Travel_Rarely,204,Sales,14,3,Bachelor,Technical Degree,1,666,3,Taily Javiere,Javiere,Taily,Female,High,High,31,Entry Level,High,3,1,Sales Representative,Divorced,3,2579,2912,1,Y,Yes,18,excellent,3,Not promoted,Very High,4,80,Gold,2,8,3,Better,3,8,2,0,6
27,25-35,Yes,Travel_Rarely,1420,Sales,2,1,School,Marketing,1,667,3,Ervie Kinkade,Kinkade,Ervie,Male,High,High,85,Entry Level,Low,3,1,Sales Representative,Divorced,1,3041,16346,0,Y,No,11,excellent,3,Not promoted,Medium,2,80,Silver,1,5,3,Better,3,4,3,0,2
21,Under-20,No,Travel_Rarely,1343,Sales,22,1,School,Technical Degree,1,669,3,Dasaun Bryheem,Bryheem,Dasaun,Male,High,High,49,Entry Level,High,3,1,Sales Representative,Single,3,3447,24444,1,Y,No,11,excellent,3,Was promoted,High,3,80,None,0,3,2,Better,3,3,2,1,2
44,36-45,No,Travel_Rarely,1315,Research & Development,3,4,Master,Other,1,671,4,Mubarik Alieu,Alieu,Mubarik,Male,Very High,High,35,Executive,Very High,3,5,Manager,Married,4,19513,9358,4,Y,Yes,12,excellent,3,Not promoted,Low,1,80,Silver,1,26,2,Best,4,2,2,0,1
22,Under-20,No,Travel_Rarely,604,Research & Development,6,1,School,Medical,1,675,1,Conye Josedavid,Josedavid,Conye,Male,Low,High,69,Entry Level,High,3,1,Research Scientist,Married,3,2773,12145,0,Y,No,20,outstanding,4,Was promoted,Very High,4,80,None,0,3,3,Better,3,2,2,2,2
33,25-35,No,Travel_Rarely,1216,Sales,8,4,Master,Marketing,1,677,3,Hariharan Chazaray,Chazaray,Hariharan,Male,High,High,39,Junior,High,3,2,Sales Executive,Divorced,3,7104,20431,0,Y,No,12,excellent,3,Was promoted,Very High,4,80,None,0,6,3,Better,3,5,0,1,2
32,25-35,No,Travel_Rarely,646,Research & Development,9,4,Master,Life Sciences,1,679,1,Roxxane Alfie,Alfie,Roxxane,Female,Low,High,92,Junior,Very High,3,2,Research Scientist,Married,4,6322,18089,1,Y,Yes,12,excellent,3,Not promoted,Very High,4,80,Silver,1,6,2,Good,2,6,4,0,5
30,25-35,No,Travel_Frequently,160,Research & Development,3,3,Bachelor,Medical,1,680,3,Mori Refael,Refael,Mori,Female,High,High,71,Entry Level,High,3,1,Research Scientist,Divorced,3,2083,22653,1,Y,No,20,outstanding,4,Not promoted,High,3,80,Silver,1,1,2,Better,3,1,0,0,0
53,46-55,No,Travel_Rarely,238,Sales,1,1,School,Medical,1,682,4,Alecsandra Rayden,Rayden,Alecsandra,Female,Very High,High,34,Junior,Low,3,2,Sales Executive,Single,1,8381,7507,7,Y,No,20,outstanding,4,Was promoted,Very High,4,80,None,0,18,2,Best,4,14,7,8,10
34,25-35,No,Travel_Rarely,1397,Research & Development,1,5,Doctor,Life Sciences,1,683,2,Stanley Markael,Markael,Stanley,Male,Medium,High,42,Entry Level,Very High,3,1,Research Scientist,Married,4,2691,7660,1,Y,No,12,excellent,3,Was promoted,Very High,4,80,Silver,1,10,4,Good,2,10,9,8,8
45,36-45,Yes,Travel_Frequently,306,Sales,26,4,Master,Life Sciences,1,684,1,Marne Vinod,Vinod,Marne,Female,Low,High,100,Junior,Low,3,2,Sales Executive,Married,1,4286,5630,2,Y,No,14,excellent,3,Not promoted,Very High,4,80,Gold,2,5,4,Better,3,1,1,0,0
26,25-35,No,Travel_Rarely,991,Research & Development,6,3,Bachelor,Life Sciences,1,686,3,Richia Anir,Anir,Richia,Female,High,High,71,Entry Level,Very High,3,1,Laboratory Technician,Married,4,2659,17759,1,Y,Yes,13,excellent,3,Not promoted,High,3,80,Silver,1,3,2,Better,3,3,2,0,2
37,36-45,No,Travel_Rarely,482,Research & Development,3,3,Bachelor,Other,1,689,3,Yosif Ingo,Ingo,Yosif,Male,High,High,36,Senior,High,3,3,Manufacturing Director,Married,3,9434,9606,1,Y,No,15,excellent,3,Was promoted,High,3,80,Silver,1,10,2,Better,3,10,7,7,8
29,25-35,No,Travel_Rarely,1176,Sales,3,2,College,Medical,1,690,2,Maedean Si,Si,Maedean,Female,Medium,High,62,Junior,High,3,2,Sales Executive,Married,3,5561,3487,1,Y,No,14,excellent,3,Was promoted,Low,1,80,Silver,1,6,5,Good,2,6,0,1,2
